X,Y,OBJECTID,CountID,ChannelID,LocationDesc,Bound,StartDate,StartDay,StartTime,EndDate,EndDay,EndTime,ADTVolume,Spd50th,Spd70th,Spd85th,Spd90th,PostedSpeed,PctOverPosted,PctOverPosted10,ExceptType,NumChannels,ChannelNum,NumSlots,Conditions,Comment,Duration,IntervalLen,DeviceRef,LocationID,LocationClass,CountLocDesc,CountType
-122.625234332502245,45.503504135311807,2705,15092171.SP2,513086,SE 37TH AVE N of CLINTON ST,S,2015-09-21T00:00:00.000Z,MON,13:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,361,11,16,19,20,25,0.6,0,Normal Weekday,2,2,13,,WITH BIKES,83,60,,LEG45048,NODELEG,SE 37TH AVE N of SE CLINTON ST,SPEED
-122.625234332502245,45.503504135311807,2706,15092171A.SP2,513083,SE 37TH AVE N of CLINTON ST,N,2015-09-21T00:00:00.000Z,MON,13:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,239,12,17,19,21,25,0.9,0,Normal Weekday,2,1,13,,WITHOUT BIKES,83,60,,LEG45048,NODELEG,SE 37TH AVE N of SE CLINTON ST,SPEED
-122.625234332502245,45.503504135311807,2707,15092171A.SP2,513084,SE 37TH AVE N of CLINTON ST,S,2015-09-21T00:00:00.000Z,MON,13:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,284,12,17,19,20,25,0.8,0,Normal Weekday,2,2,13,,WITHOUT BIKES,83,60,,LEG45048,NODELEG,SE 37TH AVE N of SE CLINTON ST,SPEED
-122.625234332502245,45.503504135311807,2708,15092171B.SP2,513057,SE 37TH AVE N of CLINTON ST,N,2015-09-21T00:00:00.000Z,MON,13:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,39,11,13,14,15,25,0,0,Bike Count,2,1,13,,ONLY BIKES,83,60,,LEG45048,NODELEG,SE 37TH AVE N of SE CLINTON ST,SPEED
-122.625234332502245,45.503504135311807,2709,15092171B.SP2,513058,SE 37TH AVE N of CLINTON ST,S,2015-09-21T00:00:00.000Z,MON,13:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,77,10,12,14,15,25,0,0,Bike Count,2,2,13,,ONLY BIKES,83,60,,LEG45048,NODELEG,SE 37TH AVE N of SE CLINTON ST,SPEED
-122.625737728624543,45.508212619850035,2710,180404101.SP2,516034,SE 37TH AVE N of LINCOLN ST,N,2018-04-04T00:00:00.000Z,WED,14:00:00,2018-04-06T00:00:00.000Z,FRI,14:00:00,361,18,19,21,22,25,0.8,0,Normal Weekday,2,1,13,,@ 2024,49,60,,LEG45038,NODELEG,SE 37TH AVE N of SE LINCOLN ST,SPEED
-122.625737728624543,45.508212619850035,2711,180404101.SP2,516035,SE 37TH AVE N of LINCOLN ST,S,2018-04-04T00:00:00.000Z,WED,14:00:00,2018-04-06T00:00:00.000Z,FRI,14:00:00,383,16,18,19,20,25,0.1,0,Normal Weekday,2,2,13,,@ 2024,49,60,,LEG45038,NODELEG,SE 37TH AVE N of SE LINCOLN ST,SPEED
-122.625236603443298,45.503229972908699,2712,15100875.SP2,513176,SE 37TH AVE S of CLINTON ST,N,2015-10-08T00:00:00.000Z,THU,12:00:00,2015-10-09T00:00:00.000Z,FRI,13:00:00,684,18,20,22,23,25,2.4,0,Normal Weekday,2,1,13,,WITH BIKES,26,60,,LEG45049,NODELEG,SE 37TH AVE S of SE CLINTON ST,SPEED
-122.625236603443298,45.503229972908699,2713,15100875.SP2,513177,SE 37TH AVE S of CLINTON ST,S,2015-10-08T00:00:00.000Z,THU,12:00:00,2015-10-09T00:00:00.000Z,FRI,13:00:00,354,16,19,21,22,25,1.7,0,Normal Weekday,2,2,13,,WITH BIKES,26,60,,LEG45049,NODELEG,SE 37TH AVE S of SE CLINTON ST,SPEED
-122.625236603443298,45.503229972908699,2714,15100875A.SP2,513174,SE 37TH AVE S of CLINTON ST,N,2015-10-08T00:00:00.000Z,THU,12:00:00,2015-10-09T00:00:00.000Z,FRI,13:00:00,590,18,20,22,23,25,2.6,0,Normal Weekday,2,1,13,,WITHOUT BIKES,26,60,,LEG45049,NODELEG,SE 37TH AVE S of SE CLINTON ST,SPEED
-122.625236603443298,45.503229972908699,2715,15100875A.SP2,513175,SE 37TH AVE S of CLINTON ST,S,2015-10-08T00:00:00.000Z,THU,12:00:00,2015-10-09T00:00:00.000Z,FRI,13:00:00,284,18,20,22,23,25,2.1,0,Normal Weekday,2,2,13,,WITHOUT BIKES,26,60,,LEG45049,NODELEG,SE 37TH AVE S of SE CLINTON ST,SPEED
-122.625236603443298,45.503229972908699,2716,15100875B.SP2,513172,SE 37TH AVE S of CLINTON ST,N,2015-10-08T00:00:00.000Z,THU,12:00:00,2015-10-09T00:00:00.000Z,FRI,13:00:00,93,12,14,15,16,25,1.4,0,Bike Count,2,1,13,,ONLY BIKES,26,60,,LEG45049,NODELEG,SE 37TH AVE S of SE CLINTON ST,SPEED
-122.625236603443298,45.503229972908699,2717,15100875B.SP2,513173,SE 37TH AVE S of CLINTON ST,S,2015-10-08T00:00:00.000Z,THU,12:00:00,2015-10-09T00:00:00.000Z,FRI,13:00:00,70,10,12,14,16,25,0,0,Bike Count,2,2,13,,ONLY BIKES,26,60,,LEG45049,NODELEG,SE 37TH AVE S of SE CLINTON ST,SPEED
-122.62427104387028,45.504215085835163,2718,15092173.SP2,513081,SE 38TH AVE N of IVON ST,N,2015-09-21T00:00:00.000Z,MON,12:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,296,9,13,16,17,25,0.1,0,Normal Weekday,2,1,13,,WITH BIKES,84,60,,LEG45158,NODELEG,SE 38TH AVE N of SE IVON ST,SPEED
-122.62427104387028,45.504215085835163,2719,15092173.SP2,513082,SE 38TH AVE N of IVON ST,S,2015-09-21T00:00:00.000Z,MON,12:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,341,9,12,15,16,25,0.1,0,Normal Weekday,2,2,13,,WITH BIKES,84,60,,LEG45158,NODELEG,SE 38TH AVE N of SE IVON ST,SPEED
-122.62427104387028,45.504215085835163,2720,15092173A.SP2,513079,SE 38TH AVE N of IVON ST,N,2015-09-21T00:00:00.000Z,MON,12:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,260,10,13,16,18,25,0.1,0,Normal Weekday,2,1,13,,WITHOUT BIKES,84,60,,LEG45158,NODELEG,SE 38TH AVE N of SE IVON ST,SPEED
-122.62427104387028,45.504215085835163,2721,15092173A.SP2,513080,SE 38TH AVE N of IVON ST,S,2015-09-21T00:00:00.000Z,MON,12:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,261,9,13,15,17,25,0,0,Normal Weekday,2,2,13,,WITHOUT BIKES,84,60,,LEG45158,NODELEG,SE 38TH AVE N of SE IVON ST,SPEED
-122.62427104387028,45.504215085835163,2722,15092173B.SP2,513077,SE 38TH AVE N of IVON ST,N,2015-09-21T00:00:00.000Z,MON,12:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,37,10,11,13,14,25,0,0,Bike Count,2,1,13,,ONLY BIKES,84,60,,LEG45158,NODELEG,SE 38TH AVE N of SE IVON ST,SPEED
-122.62427104387028,45.504215085835163,2723,15092173B.SP2,513078,SE 38TH AVE N of IVON ST,S,2015-09-21T00:00:00.000Z,MON,12:00:00,2015-09-24T00:00:00.000Z,THU,23:00:00,80,8,10,12,13,25,0.2,0,Bike Count,2,2,13,,ONLY BIKES,84,60,,LEG45158,NODELEG,SE 38TH AVE N of SE IVON ST,SPEED
-122.623951187933585,45.508208463589447,2724,180404102.SP2,516032,SE 38TH AVE N of LINCOLN ST,N,2018-04-04T00:00:00.000Z,WED,14:00:00,2018-04-06T00:00:00.000Z,FRI,15:00:00,231,16,18,20,21,25,0.2,0,Normal Weekday,2,1,13,,@ 2018,50,60,,LEG45144,NODELEG,SE 38TH AVE N of SE LINCOLN ST,SPEED
-122.623951187933585,45.508208463589447,2725,180404102.SP2,516033,SE 38TH AVE N of LINCOLN ST,S,2018-04-04T00:00:00.000Z,WED,14:00:00,2018-04-06T00:00:00.000Z,FRI,15:00:00,307,16,18,19,20,25,0.5,0.2,Normal Weekday,2,2,13,,@ 2018,50,60,,LEG45144,NODELEG,SE 38TH AVE N of SE LINCOLN ST,SPEED
-122.623021940060966,45.518009848881839,2726,17091473.SP1,515280,SE CESAR E CHAVEZ BLVD N of SE ALDER ST,N,2017-09-14T00:00:00.000Z,THU,12:00:00,2017-09-15T00:00:00.000Z,FRI,12:00:00,13617,20,27,30,31,35,2.6,0.1,Normal Weekday,1,1,13,,@ 610,25,60,,LEG45226,NODELEG,SE CESAR CHAVEZ BLVD N of SE ALDER ST,SPEED
-122.623021940060966,45.518009848881839,2727,17091476.SP1,515279,SE CESAR E CHAVEZ BLVD N of SE ALDER ST,S,2017-09-14T00:00:00.000Z,THU,12:00:00,2017-09-15T00:00:00.000Z,FRI,12:00:00,11970,27,30,32,33,35,4.6,0.2,Normal Weekday,1,1,13,,@ 610,25,60,,LEG45226,NODELEG,SE CESAR CHAVEZ BLVD N of SE ALDER ST,SPEED
-122.622690438364941,45.474818468118592,2728,15031115.SP1,512370,SE CESAR E CHAVEZ BLVD N of SE GLENWOOD ST,S,2015-03-11T00:00:00.000Z,WED,14:00:00,2015-03-13T00:00:00.000Z,FRI,12:00:00,3084,29,31,33,33,30,36.8,0.6,Normal Weekday,1,1,13,,@ 6515,47,60,,LEG45340,NODELEG,SE CESAR CHAVEZ BLVD N of SE GLENWOOD ST,SPEED
-122.622690438364941,45.474818468118592,2729,15033007.SP1,512392,SE CESAR E CHAVEZ BLVD N of SE GLENWOOD ST,N,2015-03-30T00:00:00.000Z,MON,12:00:00,2015-03-31T00:00:00.000Z,TUE,17:00:00,3420,31,33,35,36,30,59.2,2.3,Normal Weekday,1,1,13,,@ 6525,30,60,,LEG45340,NODELEG,SE CESAR E CHAVEZ BLVD N of SE GLENWOOD ST,SPEED
-122.622690438364941,45.474818468118592,2730,15033011.SP1,512391,SE CESAR E CHAVEZ BLVD N of SE GLENWOOD ST,S,2015-03-30T00:00:00.000Z,MON,12:00:00,2015-03-31T00:00:00.000Z,TUE,17:00:00,2990,30,32,33,35,30,46.1,0.5,Normal Weekday,1,1,13,,@ 6525,30,60,,LEG45340,NODELEG,SE CESAR E CHAVEZ BLVD N of SE GLENWOOD ST,SPEED
-122.622555162862923,45.467211184023661,2731,15031109.SP1,512372,SE CESAR E CHAVEZ BLVD N of SE LAMBERT ST,S,2015-03-11T00:00:00.000Z,WED,12:00:00,2015-03-13T00:00:00.000Z,FRI,12:00:00,1190,26,28,30,32,30,15.7,0.2,Normal Weekday,1,1,13,,@ 7721,49,60,,LEG45310,NODELEG,SE CESAR CHAVEZ BLVD N of SE LAMBERT ST,SPEED
-122.622555162862923,45.467211184023661,2732,15031110.SP1,512373,SE CESAR E CHAVEZ BLVD N of SE LAMBERT ST,N,2015-03-11T00:00:00.000Z,WED,12:00:00,2015-03-13T00:00:00.000Z,FRI,12:00:00,847,27,29,32,33,30,25.5,0.7,Normal Weekday,1,1,13,,@ 7721,49,60,,LEG45310,NODELEG,SE CESAR CHAVEZ BLVD N of SE LAMBERT ST,SPEED
-122.622649563222879,45.473209555066994,2733,15081701.SP1,512800,SE CESAR E CHAVEZ BLVD S of SE EVERGREEN ST,N,2015-08-17T00:00:00.000Z,MON,13:00:00,2015-08-19T00:00:00.000Z,WED,12:00:00,2499,25,27,29,30,30,7.7,0,Normal Weekday,1,1,13,,@ 6908,48,60,,LEG45343,NODELEG,SE CESAR CHAVEZ BLVD S of SE EVERGREEN ST,SPEED
-122.622649563222879,45.473209555066994,2734,15081715.SP1,512799,SE CESAR E CHAVEZ BLVD S of SE EVERGREEN ST,S,2015-08-17T00:00:00.000Z,MON,13:00:00,2015-08-19T00:00:00.000Z,WED,12:00:00,2389,25,26,28,29,30,5.1,0,Normal Weekday,1,1,13,,@ 6908,48,60,,LEG45343,NODELEG,SE CESAR CHAVEZ BLVD S of SE EVERGREEN ST,SPEED
-122.62262044882452,45.471693629021033,2735,15031107.SP1,512371,SE CESAR E CHAVEZ BLVD S of SE RURAL ST,N,2015-03-11T00:00:00.000Z,WED,13:00:00,2015-03-13T00:00:00.000Z,FRI,12:00:00,2590,25,26,28,29,30,5.9,0,Normal Weekday,1,1,13,,,48,60,,LEG45299,NODELEG,SE CESAR CHAVEZ BLVD S of SE RURAL ST,SPEED
-122.62262044882452,45.471693629021033,2736,15031112.SP1,512374,SE CESAR E CHAVEZ BLVD S of SE RURAL ST,S,2015-03-11T00:00:00.000Z,WED,13:00:00,2015-03-13T00:00:00.000Z,FRI,12:00:00,2384,25,27,29,30,30,8.5,0.1,Normal Weekday,1,1,13,,,48,60,,LEG45299,NODELEG,SE CESAR E CHAVEZ BLVD S of SE RURAL ST,SPEED
-122.620782257699645,45.494898775142893,2737,15102171.SP2,513238,SE 40TH AVE N of FRANCIS ST,N,2015-10-21T00:00:00.000Z,WED,15:00:00,2015-10-23T00:00:00.000Z,FRI,13:00:00,327,18,21,24,25,25,9.3,0.4,Normal Weekday,2,1,13,,WITH BIKES,47,60,,LEG45472,NODELEG,SE 40TH AVE N of SE FRANCIS ST,SPEED
-122.620782257699645,45.494898775142893,2738,15102171.SP2,513239,SE 40TH AVE N of FRANCIS ST,S,2015-10-21T00:00:00.000Z,WED,15:00:00,2015-10-23T00:00:00.000Z,FRI,13:00:00,960,20,22,24,25,25,9.7,0.1,Normal Weekday,2,2,13,,WITH BIKES,47,60,,LEG45472,NODELEG,SE 40TH AVE N of SE FRANCIS ST,SPEED
-122.620782257699645,45.494898775142893,2739,15102171A.SP2,513236,SE 40TH AVE N of FRANCIS ST,N,2015-10-21T00:00:00.000Z,WED,15:00:00,2015-10-23T00:00:00.000Z,FRI,13:00:00,293,19,22,24,25,25,10.2,0.3,Normal Weekday,2,1,13,,WITHOUT BIKES,47,60,,LEG45472,NODELEG,SE 40TH AVE N of SE FRANCIS ST,SPEED
-122.620782257699645,45.494898775142893,2740,15102171A.SP2,513237,SE 40TH AVE N of FRANCIS ST,S,2015-10-21T00:00:00.000Z,WED,15:00:00,2015-10-23T00:00:00.000Z,FRI,13:00:00,908,20,22,24,25,25,9.9,0.1,Normal Weekday,2,2,13,,WITHOUT BIKES,47,60,,LEG45472,NODELEG,SE 40TH AVE N of SE FRANCIS ST,SPEED
-122.620782257699645,45.494898775142893,2741,15102171B.SP2,513234,SE 40TH AVE N of FRANCIS ST,N,2015-10-21T00:00:00.000Z,WED,15:00:00,2015-10-23T00:00:00.000Z,FRI,13:00:00,34,12,14,16,17,25,1.5,1.5,Bike Count,2,1,13,,ONLY BIKES,47,60,,LEG45472,NODELEG,SE 40TH AVE N of SE FRANCIS ST,SPEED
-122.620782257699645,45.494898775142893,2742,15102171B.SP2,513235,SE 40TH AVE N of FRANCIS ST,S,2015-10-21T00:00:00.000Z,WED,15:00:00,2015-10-23T00:00:00.000Z,FRI,13:00:00,52,12,15,18,21,25,6,0,Bike Count,2,2,13,,ONLY BIKES,47,60,,LEG45472,NODELEG,SE 40TH AVE N of SE FRANCIS ST,SPEED
-122.620230697505107,45.508913539031589,2743,16080973.SP2,514354,SE 41ST AVE N of HARRISON ST,N,2016-08-09T00:00:00.000Z,TUE,13:00:00,2016-08-11T00:00:00.000Z,THU,11:00:00,389,11,16,19,21,20,12.4,0.1,Normal Weekday,2,1,13,,WITH BIKES,47,60,,LEG45500,NODELEG,SE 41ST AVE N of SE HARRISON ST,SPEED
-122.620230697505107,45.508913539031589,2744,16080973.SP2,514355,SE 41ST AVE N of HARRISON ST,S,2016-08-09T00:00:00.000Z,TUE,13:00:00,2016-08-11T00:00:00.000Z,THU,11:00:00,600,14,18,21,22,20,18.9,0.3,Normal Weekday,2,2,13,,WITH BIKES,47,60,,LEG45500,NODELEG,SE 41ST AVE N of SE HARRISON ST,SPEED
-122.620230697505107,45.508913539031589,2745,16080973A.SP2,514356,SE 41ST AVE N of HARRISON ST,N,2016-08-09T00:00:00.000Z,TUE,13:00:00,2016-08-11T00:00:00.000Z,THU,11:00:00,218,16,19,21,22,20,21.8,0.2,Normal Weekday,2,1,13,,WITHOUT BIKES,47,60,,LEG45500,NODELEG,SE 41ST AVE N of SE HARRISON ST,SPEED
-122.620230697505107,45.508913539031589,2746,16080973A.SP2,514357,SE 41ST AVE N of HARRISON ST,S,2016-08-09T00:00:00.000Z,TUE,13:00:00,2016-08-11T00:00:00.000Z,THU,11:00:00,378,18,20,22,23,20,29.2,0.3,Normal Weekday,2,2,13,,WITHOUT BIKES,47,60,,LEG45500,NODELEG,SE 41ST AVE N of SE HARRISON ST,SPEED
-122.620230697505107,45.508913539031589,2747,16080973B.SP2,514352,SE 41ST AVE N of HARRISON ST,N,2016-08-09T00:00:00.000Z,TUE,13:00:00,2016-08-11T00:00:00.000Z,THU,11:00:00,170,11,13,14,15,25,0,0,Bike Count,2,1,13,,ONLY BIKES,47,60,,LEG45500,NODELEG,SE 41ST AVE N of SE HARRISON ST,SPEED
-122.620230697505107,45.508913539031589,2748,16080973B.SP2,514353,SE 41ST AVE N of HARRISON ST,S,2016-08-09T00:00:00.000Z,TUE,13:00:00,2016-08-11T00:00:00.000Z,THU,11:00:00,222,12,14,15,16,25,0.4,0.1,Bike Count,2,2,13,,ONLY BIKES,47,60,,LEG45500,NODELEG,SE 41ST AVE N of SE HARRISON ST,SPEED
-122.620357994170746,45.506318804480173,2749,17090784.SP2,515231,SE 41ST AVE N of SHERMAN ST,N,2017-09-07T00:00:00.000Z,THU,14:00:00,2017-09-08T00:00:00.000Z,FRI,13:00:00,304,16,19,21,23,20,21.4,0.5,Normal Weekday,2,1,13,,WITH BIKES,24,60,,LEG45504,NODELEG,SE 41ST AVE N of SE SHERMAN ST,SPEED
-122.620357994170746,45.506318804480173,2750,17090784.SP2,515232,SE 41ST AVE N of SHERMAN ST,S,2017-09-07T00:00:00.000Z,THU,14:00:00,2017-09-08T00:00:00.000Z,FRI,13:00:00,340,15,18,21,22,20,19.1,0,Normal Weekday,2,2,13,,WITH BIKES,24,60,,LEG45504,NODELEG,SE 41ST AVE N of SE SHERMAN ST,SPEED
-122.620357994170746,45.506318804480173,2751,17090784A.SP2,515229,SE 41ST AVE N of SHERMAN ST,N,2017-09-07T00:00:00.000Z,THU,14:00:00,2017-09-08T00:00:00.000Z,FRI,13:00:00,289,16,19,22,23,20,21.8,0.3,Normal Weekday,2,1,13,,WITHOUT BIKES,24,60,,LEG45504,NODELEG,SE 41ST AVE N of SE SHERMAN ST,SPEED
-122.620357994170746,45.506318804480173,2752,17090784A.SP2,515230,SE 41ST AVE N of SHERMAN ST,S,2017-09-07T00:00:00.000Z,THU,14:00:00,2017-09-08T00:00:00.000Z,FRI,13:00:00,274,17,19,21,22,20,23.7,0,Normal Weekday,2,2,13,,WITHOUT BIKES,24,60,,LEG45504,NODELEG,SE 41ST AVE N of SE SHERMAN ST,SPEED
-122.618538019981543,45.497690206116211,2753,16042872.SP2,513974,SE 43RD AVE N of POWELL BLVD,N,2016-04-28T00:00:00.000Z,THU,11:00:00,2016-04-29T00:00:00.000Z,FRI,13:00:00,513,15,18,21,23,25,2,0,Normal Weekday,2,1,13,,WITH BIKES,27,60,,LEG45740,NODELEG,SE 43RD AVE N of SE POWELL BLVD,SPEED
-122.618538019981543,45.497690206116211,2754,16042872.SP2,513975,SE 43RD AVE N of POWELL BLVD,S,2016-04-28T00:00:00.000Z,THU,11:00:00,2016-04-29T00:00:00.000Z,FRI,13:00:00,1034,14,17,20,21,25,0.7,0,Normal Weekday,2,2,13,,WITH BIKES,27,60,,LEG45740,NODELEG,SE 43RD AVE N of SE POWELL BLVD,SPEED
-122.618538019981543,45.497690206116211,2755,16042872A.SP2,513978,SE 43RD AVE N of POWELL BLVD,N,2016-04-28T00:00:00.000Z,THU,11:00:00,2016-04-29T00:00:00.000Z,FRI,13:00:00,396,17,19,22,23,25,2.6,0,Normal Weekday,2,1,13,,WITHOUT BIKES,27,60,,LEG45740,NODELEG,SE 43RD AVE N of SE POWELL BLVD,SPEED
-122.618538019981543,45.497690206116211,2756,16042872A.SP2,513979,SE 43RD AVE N of POWELL BLVD,S,2016-04-28T00:00:00.000Z,THU,11:00:00,2016-04-29T00:00:00.000Z,FRI,13:00:00,792,16,18,20,21,25,0.9,0,Normal Weekday,2,2,13,,WITHOUT BIKES,27,60,,LEG45740,NODELEG,SE 43RD AVE N of SE POWELL BLVD,SPEED
-122.618538019981543,45.497690206116211,2757,16042872B.SP2,513976,SE 43RD AVE N of POWELL BLVD,N,2016-04-28T00:00:00.000Z,THU,11:00:00,2016-04-29T00:00:00.000Z,FRI,13:00:00,116,11,13,15,16,25,0.6,0,Bike Count,2,1,13,,ONLY BIKES,27,60,,LEG45740,NODELEG,SE 43RD AVE N of SE POWELL BLVD,SPEED
-122.618538019981543,45.497690206116211,2758,16042872B.SP2,513977,SE 43RD AVE N of POWELL BLVD,S,2016-04-28T00:00:00.000Z,THU,11:00:00,2016-04-29T00:00:00.000Z,FRI,13:00:00,242,11,14,17,18,25,0,0,Bike Count,2,2,13,,ONLY BIKES,27,60,,LEG45740,NODELEG,SE 43RD AVE N of SE POWELL BLVD,SPEED
-122.61854180009226,45.498799342118396,2759,16042672.SP2,513980,SE 43RD AVE S of FRANKLIN ST,N,2016-04-26T00:00:00.000Z,TUE,12:00:00,2016-04-28T00:00:00.000Z,THU,10:00:00,586,14,18,21,22,25,1.4,0,Normal Weekday,2,1,13,,WITH BIKES,47,60,,LEG45739,NODELEG,SE 43RD AVE S of SE FRANKLIN ST,SPEED
-122.61854180009226,45.498799342118396,2760,16042672.SP2,513981,SE 43RD AVE S of FRANKLIN ST,S,2016-04-26T00:00:00.000Z,TUE,12:00:00,2016-04-28T00:00:00.000Z,THU,10:00:00,1044,17,20,23,24,25,5.3,0.1,Normal Weekday,2,2,13,,WITH BIKES,47,60,,LEG45739,NODELEG,SE 43RD AVE S of SE FRANKLIN ST,SPEED
-122.61854180009226,45.498799342118396,2761,16042672A.SP2,513982,SE 43RD AVE S of FRANKLIN ST,N,2016-04-26T00:00:00.000Z,TUE,12:00:00,2016-04-28T00:00:00.000Z,THU,10:00:00,396,17,19,22,23,25,1.9,0,Normal Weekday,2,1,13,,WITHOUT BIKES,47,60,,LEG45739,NODELEG,SE 43RD AVE S of SE FRANKLIN ST,SPEED
-122.61854180009226,45.498799342118396,2762,16042672A.SP2,513983,SE 43RD AVE S of FRANKLIN ST,S,2016-04-26T00:00:00.000Z,TUE,12:00:00,2016-04-28T00:00:00.000Z,THU,10:00:00,810,18,21,23,24,25,6.3,0,Normal Weekday,2,2,13,,WITHOUT BIKES,47,60,,LEG45739,NODELEG,SE 43RD AVE S of SE FRANKLIN ST,SPEED
-122.61854180009226,45.498799342118396,2763,16042672B.SP2,513972,SE 43RD AVE S of FRANKLIN ST,N,2016-04-26T00:00:00.000Z,TUE,12:00:00,2016-04-28T00:00:00.000Z,THU,10:00:00,190,14,16,17,18,25,0.4,0,Bike Count,2,1,13,,ONLY BIKES,47,60,,LEG45739,NODELEG,SE 43RD AVE S of SE FRANKLIN ST,SPEED
-122.61854180009226,45.498799342118396,2764,16042672B.SP2,513973,SE 43RD AVE S of FRANKLIN ST,S,2016-04-26T00:00:00.000Z,TUE,12:00:00,2016-04-28T00:00:00.000Z,THU,10:00:00,234,10,12,17,19,25,1.8,0.2,Bike Count,2,2,13,,ONLY BIKES,47,60,,LEG45739,NODELEG,SE 43RD AVE S of SE FRANKLIN ST,SPEED
-122.615978302918776,45.468699193677537,2765,191212102.SP1,518004,SE 45TH AVE N of FLAVEL ST / REX DR,S,2019-12-12T00:00:00.000Z,THU,14:00:00,2019-12-13T00:00:00.000Z,FRI,13:00:00,2426,30,33,36,37,25,86.8,18,Normal Weekday,1,1,13,,,24,60,,LEG45988,NODELEG,SE 45TH AVE N of SE FLAVEL ST,SPEED
-122.615978302918776,45.468699193677537,2766,19121274.SP1,518003,SE 45TH AVE N of FLAVEL ST / REX DR,N,2019-12-12T00:00:00.000Z,THU,14:00:00,2019-12-13T00:00:00.000Z,FRI,13:00:00,2893,30,32,34,36,25,81.8,13,Normal Weekday,1,1,13,,,24,60,,LEG45988,NODELEG,SE 45TH AVE N of SE FLAVEL ST,SPEED
-122.615999051306915,45.470639201571359,2767,191212105.SP1,518005,SE 45TH AVE N of KNAPP ST,S,2019-12-12T00:00:00.000Z,THU,12:00:00,2019-12-13T00:00:00.000Z,FRI,11:00:00,2449,26,28,30,31,25,56.3,2.3,Normal Weekday,1,1,13,,@ 7205,24,60,,LEG46010,NODELEG,SE 45TH AVE N of SE KNAPP ST,SPEED
-122.615999051306915,45.470639201571359,2768,19121273.SP1,518006,SE 45TH AVE N of KNAPP ST,N,2019-12-12T00:00:00.000Z,THU,12:00:00,2019-12-13T00:00:00.000Z,FRI,11:00:00,2828,27,29,32,33,25,67.4,4.2,Normal Weekday,1,1,13,,@ 7205,24,60,,LEG46010,NODELEG,SE 45TH AVE N of SE KNAPP ST,SPEED
-122.615934983460846,45.466526596653416,2769,19031902.SP1,516762,SE 45TH AVE N of LEXINGTON ST,N,2019-03-19T00:00:00.000Z,TUE,12:00:00,2019-03-20T00:00:00.000Z,WED,13:00:00,2994,33,35,37,39,25,96.4,31.9,Normal Weekday,1,1,13,,@ 7741,26,60,,LEG45990,NODELEG,SE 45TH AVE N of SE LEXINGTON ST,SPEED
-122.615934983460846,45.466526596653416,2770,19031914.SP1,516760,SE 45TH AVE N of LEXINGTON ST,S,2019-03-19T00:00:00.000Z,TUE,12:00:00,2019-03-20T00:00:00.000Z,WED,13:00:00,2564,33,36,39,41,25,94.9,38.2,Normal Weekday,1,1,13,,@ 7741,26,60,,LEG45990,NODELEG,SE 45TH AVE N of SE LEXINGTON ST,SPEED
-122.616012172099957,45.472037958919778,2771,19031901.SP1,516759,SE 45TH AVE N of RURAL ST,N,2019-03-19T00:00:00.000Z,TUE,13:00:00,2019-03-20T00:00:00.000Z,WED,13:00:00,2753,27,29,32,33,25,66.8,4.1,Normal Weekday,1,1,13,,@ 7013,25,60,,LEG45982,NODELEG,SE 45TH AVE N of SE RURAL ST,SPEED
-122.616012172099957,45.472037958919778,2772,19031915.SP1,516761,SE 45TH AVE N of RURAL ST,S,2019-03-19T00:00:00.000Z,TUE,13:00:00,2019-03-20T00:00:00.000Z,WED,13:00:00,2423,25,27,29,30,25,47.2,1,Normal Weekday,1,1,13,,@ 7013,25,60,,LEG45982,NODELEG,SE 45TH AVE N of SE RURAL ST,SPEED
-122.615905870859123,45.464735549457835,2773,19031111.SP1,516780,SE 45TH AVE N of TENINO DR,S,2019-03-11T00:00:00.000Z,MON,13:00:00,2019-03-13T00:00:00.000Z,WED,09:00:00,3354,28,31,33,35,30,35.9,1,Normal Weekday,1,1,13,,@ 8110,45,60,,LEG46012,NODELEG,SE 45TH AVE N of SE TENINO DR,SPEED
-122.615905870859123,45.464735549457835,2774,19031104.SP1,516779,SE 45TH AVE N of TENINO DR,N,2019-03-11T00:00:00.000Z,MON,13:00:00,2019-03-13T00:00:00.000Z,WED,10:00:00,3473,28,31,34,35,30,37.3,1.5,Normal Weekday,1,1,13,,@ 8110,46,60,,LEG46012,NODELEG,SE 45TH AVE N of SE TENINO DR,SPEED
-122.616162261719282,45.511157031127645,2775,17112981.SP2,515584,SE 45TH AVE S of CLAY ST,N,2017-11-29T00:00:00.000Z,WED,15:00:00,2017-12-01T00:00:00.000Z,FRI,12:00:00,234,21,23,24,25,25,9.8,0,Normal Weekday,2,1,13,,@ 1737,46,60,,LEG45925,NODELEG,SE 45TH AVE S of SE CLAY ST,SPEED
